iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
78,13.471,1.96851,7.90752,7.52037,582.37,550.157
79,13.5773,1.87977,7.71103,7.33851,590.081,557.496
80,13.482,1.70255,8.30706,7.91026,598.388,565.406
81,13.6151,1.64612,8.40992,8.00316,606.798,573.409
82,13.6341,1.82543,8.67727,8.2692,615.475,581.678
83,10.3896,3.07376,8.69464,8.29703,624.17,589.975
84,10.3923,3.02969,8.14302,7.73808,632.313,597.714
85,8.51138,3.08903,8.67825,8.25119,640.991,605.965
86,13.4835,1.94737,8.84979,8.44085,649.841,614.406
87,13.6187,2.08497,8.78116,8.36963,658.622,622.775
88,13.6259,2.2723,8.34337,7.92021,666.965,630.695
89,13.5808,2.3213,7.78189,7.35973,674.747,638.055
90,13.7851,2.30937,8.54353,8.11343,683.291,646.169
91,13.8665,2.3093,8.38885,7.98685,691.679,654.155
92,13.9151,2.17308,8.5383,8.12855,700.218,662.284
93,14.0248,2.21182,7.88987,7.44275,708.108,669.727
94,13.9956,2.36183,7.75768,7.35152,715.865,677.078
95,14.0707,2.31467,7.95121,7.57684,723.816,684.655
96,13.988,2.38296,7.69595,7.28884,731.512,691.944
97,13.8282,2.34707,7.9212,7.55409,739.434,699.498
98,13.8968,2.47941,7.82499,7.44672,747.259,706.945
99,13.9055,2.46281,7.87411,7.48604,755.133,714.431
100,13.904,2.46599,8.39276,7.98733,763.526,722.418
