iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
43,0.798258,1.41221,4.59547,4.40479,206.25,196.464
44,0.611898,1.26965,4.61848,4.43439,210.868,200.899
45,0.591718,1.25654,4.75825,4.55933,215.627,205.458
46,0.834181,1.29952,4.86959,4.66916,220.496,210.127
47,0.679657,1.30335,5.12397,4.91851,225.62,215.046
48,0.644237,1.32847,5.27004,5.05545,230.89,220.101
49,1.03055,1.4349,5.47469,5.25136,236.365,225.352
50,11.6928,1.17748,5.39875,5.15693,241.764,230.509
51,11.6473,1.11211,5.6888,5.44531,247.453,235.955
52,11.6043,1.10497,5.26247,5.01931,252.715,240.974
53,0.842498,1.32247,5.28183,5.06263,257.997,246.037
54,0.781533,1.4623,5.3098,5.07838,263.307,251.115
55,0.766868,1.5676,4.93401,4.70494,268.241,255.82
56,11.5536,1.1398,4.24956,4.04316,272.49,259.863
57,0.473644,1.73971,4.22071,4.00545,276.711,263.869
58,0.512493,1.66585,4.38176,4.17804,281.093,268.047
59,0.65588,1.63078,4.1142,3.9199,285.207,271.967
60,0.652686,1.47067,3.73149,3.53549,288.938,275.502
61,11.0977,1.01336,4.25237,4.03567,293.191,279.538
62,0.3896,1.7825,3.84304,3.63618,297.034,283.174
63,11.028,1.04301,3.7095,3.48427,300.743,286.658
64,10.8906,1.10265,2.86539,2.64436,303.609,289.302
65,10.8381,1.06773,3.72999,3.50394,307.339,292.806
66,10.8288,1.07918,3.89517,3.68242,311.234,296.489
67,10.8523,1.15809,3.62741,3.41406,314.861,299.903
68,10.945,1.19976,3.23422,3.02832,318.096,302.931
69,11.0458,1.35692,3.52778,3.30367,321.623,306.235
70,11.0684,1.3462,3.53489,3.32212,325.158,309.557
71,11.1517,1.39953,3.28742,3.06844,328.446,312.625
72,11.2311,1.42604,2.72751,2.50258,331.173,315.128
73,11.2177,1.54956,3.36789,3.13636,334.541,318.264
74,11.1363,1.53156,3.02434,2.80629,337.565,321.071
75,11.0069,1.48316,2.94242,2.70889,340.508,323.78
76,10.9443,1.51172,2.39321,2.15515,342.901,325.935
77,10.9133,1.47565,2.25517,2.02368,345.156,327.958
78,10.7602,1.56273,2.87247,2.63244,348.029,330.591
79,10.8322,1.4865,2.96037,2.7193,350.989,333.31
80,10.952,1.43327,2.68813,2.42921,353.677,335.739
81,11.0556,1.5103,2.40665,2.15729,356.084,337.897
82,10.981,1.3801,2.74117,2.48359,358.825,340.38
83,11.0459,1.28785,3.04821,2.79274,361.873,343.173
84,11.0504,1.2854,2.35698,2.11523,364.23,345.288
85,11.0316,1.56329,2.08214,1.84482,366.312,347.133
86,11.007,1.64425,2.32666,2.11162,368.639,349.245
87,10.9462,1.46915,3.21292,3.01884,371.852,352.263
88,10.8705,1.43234,3.15156,2.94628,375.003,355.21
89,10.7907,1.56805,3.2582,3.0459,378.262,358.256
90,10.6581,1.47114,3.2669,3.0525,381.529,361.308
91,10.6342,1.36651,2.77087,2.56781,384.299,363.876
92,10.4876,1.52002,2.18357,1.97834,386.483,365.854
93,10.5318,1.38567,2.14604,1.9378,388.629,367.792
94,10.4189,1.36913,2.45727,2.23898,391.086,370.031
95,10.365,1.51131,2.89143,2.67121,393.978,372.702
96,10.3072,1.49854,2.69482,2.44901,396.673,375.151
97,10.2373,1.38613,2.69243,2.43666,399.365,377.588
98,10.2043,1.4811,2.58086,2.31353,401.946,379.902
99,10.2128,1.49389,2.55503,2.31358,404.501,382.215
100,10.1595,1.35534,2.73363,2.48097,407.234,384.696
