iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
37,15.9834,2.75745,6.30774,5.85208,294.914,279.192
38,15.925,2.73884,6.90528,6.44572,301.82,285.637
39,15.9273,2.755,5.87318,5.43705,307.693,291.074
40,16.072,2.79226,5.99283,5.57347,313.686,296.648
41,16.03,2.86543,6.77472,6.35607,320.46,303.004
42,16.0964,2.96986,7.06962,6.66618,327.53,309.67
43,16.0359,3.12512,7.0371,6.61912,334.567,316.289
44,15.8983,3.06714,6.65091,6.24976,341.218,322.539
45,15.7763,2.96464,6.09797,5.71045,347.316,328.249
46,15.8282,2.77239,5.33724,4.93554,352.653,333.185
47,15.8222,2.54349,5.20596,4.82555,357.859,338.01
48,15.8653,2.62524,4.61801,4.22837,362.477,342.239
49,15.732,2.65599,5.75261,5.36642,368.23,347.605
50,15.8775,2.64802,6.00988,5.64249,374.24,353.248
51,15.9468,2.60683,7.92004,7.56065,382.16,360.808
52,15.8911,2.63583,7.08553,6.71811,389.245,367.526
53,15.7989,2.62166,7.4166,7.04303,396.662,374.57
54,15.823,2.4899,8.2359,7.84084,404.898,382.41
55,15.6059,2.61324,7.85595,7.45392,412.754,389.864
56,15.6897,2.50008,6.98957,6.58347,419.743,396.448
57,15.7847,2.43387,8.29715,7.89095,428.04,404.339
58,15.7083,2.48111,8.0967,7.68502,436.137,412.024
59,10.063,3.13201,8.24243,7.84326,444.38,419.867
60,15.4963,2.51776,8.47398,8.10339,452.854,427.97
61,9.91737,3.10375,8.32478,7.91945,461.178,435.89
62,12.6138,2.90728,7.89525,7.5007,469.074,443.391
63,15.4599,2.60922,9.17226,8.75673,478.246,452.147
64,15.5623,2.69971,7.92948,7.53332,486.175,459.681
65,15.6105,2.6469,6.60366,6.19796,492.779,465.879
66,15.6688,2.55988,6.98288,6.57741,499.762,472.456
67,15.5668,2.58208,6.51483,6.11969,506.277,478.576
68,15.6142,2.65015,5.60509,5.19384,511.882,483.769
69,15.5705,2.67402,7.00196,6.59217,518.884,490.362
70,15.7096,2.73535,8.25443,7.84303,527.138,498.205
71,15.7349,2.76913,8.15559,7.75283,535.294,505.957
72,15.7548,2.73288,7.80497,7.3816,543.099,513.339
73,15.7129,2.89888,9.47161,9.08573,552.57,522.425
74,15.7239,2.79232,8.98871,8.59729,561.559,531.022
75,15.6375,2.63983,9.11556,8.70687,570.675,539.729
76,15.6914,2.77107,8.90084,8.49266,579.575,548.222
77,15.7325,2.93743,8.72376,8.34108,588.299,556.563
78,15.75,2.68454,8.74272,8.32864,597.042,564.891
79,15.7613,2.70127,8.81274,8.41401,605.855,573.305
80,15.7859,2.6517,8.50451,8.10376,614.359,581.409
81,15.7465,2.72357,8.67184,8.27372,623.031,589.683
82,6.25975,2.5655,8.67633,8.26495,631.707,597.948
83,6.25246,2.73035,8.66225,8.24883,640.37,606.197
84,6.24225,2.82061,9.37539,8.95085,649.745,615.147
85,6.21792,2.95836,9.44134,9.01452,659.186,624.162
86,6.13704,2.98872,8.22117,7.79784,667.407,631.96
87,15.4863,2.98441,8.1281,7.71297,675.536,639.673
88,15.5077,3.0253,8.0391,7.611,683.575,647.284
89,15.4645,3.13957,6.70606,6.2982,690.281,653.582
90,15.4917,3.05726,6.63974,6.21202,696.92,659.794
91,15.4183,2.90535,6.82191,6.414,703.742,666.208
92,15.4046,2.96598,7.16975,6.75014,710.912,672.958
93,5.30638,2.7817,8.21661,7.81179,719.129,680.77
94,5.13889,2.83276,9.54298,9.1487,728.672,689.919
95,5.08135,2.83004,9.47934,9.09333,738.151,699.012
96,5.02345,2.88155,9.52918,9.14096,747.68,708.153
97,4.96974,2.91832,8.93581,8.54806,756.616,716.701
98,5.03617,3.06525,8.71314,8.34248,765.329,725.043
99,5.02424,3.01964,10.3749,9.99954,775.704,735.043
100,5.66652,2.54429,10.9506,10.564,786.655,745.607
