iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
78,8.94695,1.00887,41.3336,38.6093,4955.24,4744.51
79,8.99595,1.00001,44.1775,41.1332,4999.42,4785.65
80,8.98103,1.04238,52.1798,49.2613,5051.6,4834.91
81,8.92478,1.03056,45.7355,42.6267,5097.33,4877.53
82,8.89299,1.0141,50.9644,47.9898,5148.3,4925.52
83,8.75874,1.02673,35.149,32.3418,5183.45,4957.87
84,8.81346,1.01985,40.7464,37.9774,5224.19,4995.84
85,8.70126,1.02904,33.8704,30.9967,5258.06,5026.84
86,8.73247,1.04893,39.6384,36.8702,5297.7,5063.71
87,8.73948,1.07636,54.2698,51.5294,5351.97,5115.24
88,8.78444,1.15919,56.3661,53.4356,5408.34,5168.68
89,8.5965,1.09346,60.8476,57.6952,5469.19,5226.37
90,8.77731,1.07119,61.2376,58.1267,5530.42,5284.5
91,8.69546,1.06296,56.3008,53.1857,5586.72,5337.68
92,8.64334,1.09124,62.3756,59.1312,5649.1,5396.81
93,0.761443,1.72,54.9836,51.885,5704.08,5448.7
94,0.209009,1.74861,54.6461,51.7797,5758.73,5500.48
95,0.385403,1.79589,57.728,55.1049,5816.46,5555.58
96,0.216451,1.73816,62.0087,59.1434,5878.47,5614.73
97,0.176941,1.81427,73.9974,71.0057,5952.46,5685.73
98,0.144212,1.78778,68.1065,65.0301,6020.57,5750.76
99,0.118341,1.78119,72.5773,69.3949,6093.15,5820.16
100,0.324975,1.80251,72.5971,69.4106,6165.74,5889.57
