iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
33,2.16623,1.04087,25.0114,24.0894,792.467,756.473
34,2.16436,1.01447,25.4086,24.4343,817.876,780.908
35,0.811527,1.15846,24.2948,23.3927,842.171,804.3
36,1.63437,1.11974,24.2327,23.3361,866.403,827.637
37,1.88177,1.07363,24.8338,23.9398,891.237,851.576
38,1.81711,1.08515,24.5368,23.6672,915.774,875.244
39,1.81981,1.06637,25.434,24.5185,941.208,899.762
40,1.91769,1.1396,24.1914,23.2431,965.399,923.005
41,2.67002,1.15207,24.2643,23.4017,989.664,946.407
42,1.96841,1.07855,25.6777,24.8306,1015.34,971.237
43,2.13357,1.05247,25.0566,24.2252,1040.4,995.463
44,2.07323,1.09494,25.3036,24.523,1065.7,1019.99
45,1.9796,1.09122,24.6065,23.803,1090.31,1043.79
46,1.91291,1.0553,27.2423,26.3609,1117.55,1070.15
47,2.00754,1.01104,26.7435,25.8661,1144.29,1096.02
48,1.94007,1.00997,26.8579,25.8958,1171.15,1121.91
49,1.86651,1.00264,28.0103,27.0645,1199.16,1148.98
50,2.34814,1.06497,28.95,27.7928,1228.11,1176.77
51,2.46468,1.10195,26.5866,25.5088,1254.7,1202.28
52,2.40942,1.09212,25.2755,24.1127,1279.97,1226.39
53,2.12427,1.46407,25.78,24.7507,1305.75,1251.14
54,2.08112,1.44424,26.9985,25.9002,1332.75,1277.04
55,2.22386,1.35834,26.0208,24.992,1358.77,1302.03
56,2.18638,1.42704,26.1153,25.1465,1384.89,1327.18
57,2.32294,1.56728,26.7537,25.8134,1411.64,1352.99
58,2.33826,1.52564,24.4766,23.5588,1436.12,1376.55
59,2.3157,1.39511,21.3881,20.4746,1457.51,1397.03
60,2.24077,1.33366,20.7847,19.8863,1478.29,1416.91
61,2.21714,1.27763,21.2689,20.317,1499.56,1437.23
62,2.28474,1.09432,19.3788,18.4291,1518.94,1455.66
63,2.43039,1.08917,21.3063,20.3212,1540.25,1475.98
64,2.41122,1.09344,20.0046,19.0692,1560.25,1495.05
65,2.42948,1.04365,21.838,20.8943,1582.09,1515.94
66,2.41396,1.03102,21.7693,20.7873,1603.86,1536.73
67,9.02692,1.56279,19.7489,18.7503,1623.61,1555.48
68,9.08367,1.52557,19.702,18.7313,1643.31,1574.21
69,9.12402,1.58927,20.9625,20.0152,1664.27,1594.23
70,9.15916,1.62496,22.1679,21.1865,1686.44,1615.41
71,9.10301,1.60763,20.9006,19.9168,1707.34,1635.33
72,9.24528,1.50131,17.403,16.3607,1724.74,1651.69
73,9.06883,1.39185,17.4436,16.4714,1742.19,1668.16
74,8.98504,1.5077,16.6822,15.5888,1758.87,1683.75
75,8.98149,1.60563,16.7864,15.6993,1775.66,1699.45
76,8.88377,1.59344,15.1226,14.0573,1790.78,1713.51
77,8.89845,1.55628,17.084,16.01,1807.86,1729.52
78,8.84857,1.47669,14.6135,13.5409,1822.48,1743.06
79,8.872,1.52232,13.5299,12.3733,1836.01,1755.43
80,8.94041,1.49269,17.4554,16.2938,1853.46,1771.73
81,8.92342,1.70177,17.4481,16.2754,1870.91,1788
82,9.01326,1.51659,17.2457,15.9461,1888.15,1803.95
83,9.01151,1.61668,15.9733,14.819,1904.13,1818.77
84,9.00581,1.71311,17.896,16.7772,1922.02,1835.54
85,8.96299,1.74998,18.8426,17.7393,1940.87,1853.28
86,8.92733,1.82488,17.7454,16.7196,1958.61,1870
87,8.98078,1.78846,18.8758,17.9927,1977.49,1888
88,8.97427,1.79103,21.4439,20.4922,1998.93,1908.49
89,8.97896,1.80178,24.2128,23.2963,2023.14,1931.78
90,8.79598,1.83885,21.2618,20.3403,2044.41,1952.12
91,8.65273,1.83548,18.2239,17.294,2062.63,1969.42
92,8.64224,1.79946,15.7184,14.8067,2078.35,1984.23
93,8.70721,1.78423,16.3996,15.5211,2094.75,1999.75
94,8.7517,1.84643,18.6222,17.6291,2113.37,2017.38
95,8.65336,1.8212,17.4036,16.3593,2130.77,2033.73
96,8.65618,1.79762,17.1458,15.9672,2147.92,2049.7
97,8.46018,1.82521,19.2409,18.0815,2167.16,2067.78
98,8.44045,1.66613,20.1976,19.0523,2187.36,2086.84
99,8.30316,1.67574,20.9721,19.8531,2208.33,2106.69
100,8.32595,1.62582,19.4797,18.3342,2227.81,2125.02
