iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
34,2.27905,1.81101,25.1882,24.2284,905.438,867.798
35,2.32656,1.76562,26.4542,25.5275,931.892,893.326
36,1.48921,1.72466,25.0991,24.151,956.991,917.477
37,1.34266,1.7599,25.6125,24.6845,982.604,942.161
38,1.62719,1.65016,25.8464,24.9335,1008.45,967.095
39,1.68446,1.60976,25.1753,24.2599,1033.63,991.355
40,1.73142,1.44415,25.516,24.5974,1059.14,1015.95
41,1.58469,1.57637,26.6289,25.7106,1085.77,1041.66
42,1.84009,1.3481,26.3481,25.4719,1112.12,1067.13
43,1.8246,1.36796,25.9023,25.0599,1138.02,1092.19
44,1.95094,1.3643,25.4068,24.5885,1163.43,1116.78
45,1.78926,1.26718,26.4263,25.5726,1189.85,1142.36
46,1.9279,1.28351,24.7706,23.8395,1214.62,1166.2
47,1.93899,1.19887,25.0657,24.1144,1239.69,1190.31
48,1.96546,1.20863,27.263,26.2894,1266.95,1216.6
49,1.89017,1.21899,25.986,24.9895,1292.94,1241.59
50,2.48451,1.8461,25.4178,24.2372,1318.36,1265.83
51,1.88594,1.00602,25.1396,23.9526,1343.5,1289.78
52,1.73101,1.00585,26.6239,25.5027,1370.12,1315.28
53,1.70412,1.00056,27.255,26.1533,1397.38,1341.43
54,1.71457,1.00762,29.3571,28.3255,1426.73,1369.76
55,1.6725,1.00137,26.7503,25.6889,1453.48,1395.45
56,1.50125,1.00074,24.5113,23.5079,1477.99,1418.96
57,1.68702,1.00491,26.3959,25.4031,1504.39,1444.36
58,2.20876,1.02076,22.6221,21.6837,1527.01,1466.04
59,2.20027,1.02678,21.0139,20.1052,1548.03,1486.15
60,2.1787,1.04962,20.5766,19.6375,1568.6,1505.79
61,2.00114,1.08086,22.3263,21.3373,1590.93,1527.12
62,2.07107,1.07966,21.4778,20.4905,1612.41,1547.61
63,2.00487,1.02622,20.8216,19.8582,1633.23,1567.47
64,1.96266,1.00592,20.3415,19.3506,1653.57,1586.82
65,2.09453,1.01615,20.327,19.3236,1673.9,1606.15
66,2.03548,1.00373,20.2141,19.2206,1694.11,1625.37
67,14.1064,1.54602,19.3607,18.4151,1713.47,1643.78
68,14.1917,1.53275,19.4724,18.4875,1732.94,1662.27
69,14.0963,1.3971,19.2322,18.2216,1752.18,1680.49
70,14.1754,1.37603,18.285,17.2718,1770.46,1697.76
71,14.107,1.36752,15.8115,14.7964,1786.27,1712.56
72,14.1918,1.34905,14.0242,12.9741,1800.3,1725.53
73,14.3102,1.25334,13.782,12.7192,1814.08,1738.25
74,14.3292,1.36815,10.8619,9.78198,1824.94,1748.03
75,14.2581,1.42703,10.7431,9.70062,1835.68,1757.74
76,14.1396,1.43233,10.8748,9.80562,1846.56,1767.54
77,14.1704,1.50301,11.179,10.1225,1857.74,1777.66
78,14.2197,1.60501,12.0498,10.95,1869.79,1788.61
79,14.3599,1.63077,13.9847,12.8453,1883.77,1801.46
80,14.3582,1.62575,12.5157,11.2963,1896.29,1812.76
81,14.5584,1.66999,13.5416,12.3753,1909.83,1825.13
82,14.5887,1.77683,17.4618,16.2934,1927.29,1841.42
83,14.5663,1.65822,20.5413,19.3522,1947.83,1860.78
84,14.7563,1.7015,18.3282,17.1209,1966.16,1877.9
85,14.7748,1.75243,16.9148,15.7582,1983.08,1893.66
86,14.8978,1.80607,18.8247,17.7298,2001.9,1911.38
87,14.9485,1.80644,14.1458,13.1607,2016.05,1924.55
88,15.0356,1.84051,13.7913,12.8879,2029.84,1937.43
89,15.0871,1.81626,16.433,15.4827,2046.27,1952.92
90,15.0361,1.80173,17.5309,16.5872,2063.8,1969.5
91,15.1713,1.70121,15.6149,14.649,2079.42,1984.15
92,15.1002,1.66688,13.8732,12.934,2093.29,1997.09
93,15.1606,1.68473,11.2764,10.3455,2104.57,2007.43
94,15.1003,1.73436,14.1452,13.2054,2118.71,2020.64
95,15.1416,1.79617,15.5817,14.581,2134.29,2035.22
96,15.092,1.75009,16.2321,15.1483,2150.52,2050.37
97,15.0521,1.78784,14.8724,13.7495,2165.4,2064.12
98,15.1187,1.8378,19.4383,18.2793,2184.84,2082.4
99,15.1211,1.84908,22.9724,21.8125,2207.81,2104.21
100,15.0683,1.80349,21.3066,20.1732,2229.11,2124.38
