iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
1,2.35887,1.17121,12.926,11.6558,12.926,11.6558
2,2.38094,1.29809,19.1441,17.9742,32.07,29.63
3,2.29199,1.21253,21.3346,20.113,53.4046,49.743
4,1.4448,1.15769,23.3064,22.0503,76.7109,71.7933
5,1.32867,1.12897,24.7096,23.5036,101.421,95.2969
6,1.43107,1.16905,24.7624,23.6239,126.183,118.921
7,1.35767,1.23285,25.9172,24.716,152.1,143.637
8,1.36832,1.20713,27.8402,26.5983,179.94,170.235
9,1.40814,1.34573,22.6132,21.3311,202.554,191.566
10,1.31746,1.42109,25.4661,24.1422,228.02,215.708
11,1.54756,1.49132,27.7633,26.5118,255.783,242.22
12,1.53862,1.40542,28.4736,27.2575,284.257,269.478
13,1.58231,1.50519,31.0507,29.8952,315.307,299.373
14,1.53725,1.84958,31.8778,30.7418,347.185,330.115
15,2.12779,1.82887,31.7592,30.6583,378.944,360.773
16,2.07339,1.849,31.7746,30.6285,410.719,391.401
17,2.15387,1.84868,31.0743,29.9255,441.793,421.327
18,2.0383,1.85078,30.5017,29.3441,472.295,450.671
19,1.90963,1.80166,30.425,29.4265,502.72,480.098
20,1.94207,1.8486,27.5338,26.5533,530.254,506.651
21,1.71571,1.83194,26.215,25.2103,556.469,531.861
22,1.9286,1.61115,26.7377,25.7805,583.206,557.642
23,1.91732,1.61835,26.0222,25.0602,609.229,582.702
24,1.97883,1.51471,29.0985,28.1118,638.327,610.814
25,1.96078,1.58548,30.2712,29.2535,668.598,640.067
26,2.08396,1.46023,28.0276,26.9782,696.626,667.045
27,1.86514,1.83969,29.2588,28.2452,725.885,695.29
28,1.8843,1.85007,27.6595,26.6224,753.544,721.913
29,1.93031,1.85075,26.6176,25.5686,780.162,747.481
30,1.97665,1.84282,25.2069,24.1494,805.369,771.631
31,2.27016,1.55894,25.4211,24.3982,830.79,796.029
32,2.11414,1.84535,24.5895,23.6076,855.379,819.637
33,2.31819,1.55846,24.87,23.9331,880.249,843.57
