iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
53,2.00559,1.44969,5.97706,5.7443,304.167,291.766
54,1.34938,1.06224,6.62532,6.39324,310.792,298.159
55,1.34281,1.01897,6.24689,6.02935,317.039,304.188
56,1.39124,1.00035,5.89285,5.6687,322.932,309.857
57,0.570697,1.12294,5.63441,5.42661,328.567,315.284
58,0.489324,1.1508,5.50733,5.30534,334.074,320.589
59,1.19014,1.194,5.40898,5.21217,339.483,325.801
60,1.04505,1.10682,4.81401,4.61427,344.297,330.415
61,1.02924,1.18021,4.92684,4.70968,349.224,335.125
62,1.08493,1.20478,4.60704,4.39992,353.831,339.525
63,1.1329,1.19571,3.86782,3.65786,357.699,343.183
64,1.14705,1.16928,4.59952,4.36555,362.298,347.548
65,1.16853,1.32092,4.78298,4.5528,367.081,352.101
66,1.29663,1.3607,4.35936,4.15114,371.44,356.252
67,1.34105,1.33379,3.7153,3.50041,375.156,359.753
68,8.5399,1.05155,3.09604,2.83926,378.252,362.592
69,8.45233,1.09209,3.19247,2.96861,381.444,365.561
70,8.37212,1.13128,3.21198,2.98257,384.656,368.543
71,8.42854,1.11343,2.77634,2.5511,387.433,371.094
72,9.44483,1.58457,2.31953,2.07847,389.752,373.173
73,9.52851,1.69488,2.31769,2.08238,392.07,375.255
74,9.39972,1.6684,2.08374,1.8565,394.154,377.112
75,9.22193,1.69879,2.38533,2.13922,396.539,379.251
76,9.21943,1.73317,2.6629,2.43104,399.202,381.682
77,9.16715,1.6926,3.2871,3.05826,402.489,384.74
78,9.24852,1.62322,2.88153,2.61702,405.37,387.357
79,9.25032,1.5618,2.96605,2.7178,408.336,390.075
80,9.1253,1.29882,3.35901,3.10474,411.695,393.18
81,9.15256,1.26498,3.32088,3.06293,415.016,396.243
82,9.27282,1.28592,3.7377,3.476,418.754,399.719
83,9.34517,1.18892,3.87967,3.6213,422.634,403.34
84,9.29667,1.20197,3.78729,3.52896,426.421,406.869
85,9.42787,1.16711,3.7304,3.4965,430.151,410.365
86,9.57323,1.26269,3.24582,3.01798,433.397,413.383
87,9.57862,1.18275,3.46449,3.24782,436.862,416.631
88,9.64313,1.24703,3.81054,3.60992,440.672,420.241
89,9.57861,1.26495,3.60105,3.37794,444.273,423.619
90,9.59466,1.32854,3.9195,3.71635,448.193,427.335
91,9.76657,1.34463,3.57081,3.37409,451.764,430.709
92,9.70835,1.46633,3.37528,3.16538,455.139,433.875
93,9.58223,1.30231,2.74657,2.55086,457.885,436.426
94,9.44808,1.4427,2.69112,2.47665,460.577,438.902
95,9.44472,1.45574,2.67175,2.4349,463.248,441.337
96,9.25545,1.53806,2.5411,2.30229,465.789,443.64
97,9.15129,1.45366,3.00769,2.7633,468.797,446.403
98,9.15866,1.44964,3.21273,2.9626,472.01,449.365
99,9.14319,1.44426,2.93305,2.66781,474.943,452.033
100,9.35868,1.42908,2.63952,2.39324,477.582,454.426
