iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
52,1.278,1.04678,6.06109,5.84212,295.431,283.439
53,1.174,1.0515,5.71297,5.4879,301.144,288.927
54,1.62246,1.00302,6.04296,5.82529,307.187,294.752
55,1.50298,1.00003,5.60851,5.40195,312.795,300.154
56,1.59984,1.00003,5.03201,4.84373,317.827,304.998
57,1.46371,1.01215,4.29467,4.09298,322.122,309.091
58,1.43201,1.00136,4.24721,4.05762,326.369,313.149
59,1.63667,1.00121,3.74534,3.55823,330.114,316.707
60,1.79931,1.01325,4.54229,4.31471,334.657,321.021
61,1.86481,1.00396,4.34783,4.14196,339.004,325.163
62,1.3436,1.39983,4.03782,3.8118,343.042,328.975
63,1.29902,1.48498,4.02122,3.80272,347.064,332.778
64,1.24888,1.38338,4.15918,3.93995,351.223,336.718
65,1.27074,1.38765,4.21258,3.99249,355.435,340.71
66,4.95308,1.02114,3.97769,3.75521,359.413,344.466
67,4.92702,1.05207,3.51475,3.30338,362.928,347.769
68,0.863222,1.52159,4.01285,3.79581,366.941,351.565
69,0.73911,1.65956,3.77373,3.5492,370.714,355.114
70,1.17285,1.02119,4.38578,4.15933,375.1,359.273
71,1.11257,1.11626,4.83047,4.61292,379.931,363.886
72,1.18024,1.16461,4.71392,4.48386,384.644,368.37
73,1.17574,1.1184,4.46048,4.23011,389.105,372.6
74,1.16912,1.08155,4.80906,4.57365,393.914,377.174
75,1.05216,1.05335,5.21929,4.97106,399.133,382.145
76,1.00247,1.07219,4.0461,3.81315,403.179,385.958
77,1.1299,1.07308,4.10469,3.87165,407.284,389.83
78,0.995551,1.09921,4.65876,4.43044,411.943,394.26
79,1.03353,1.09904,4.84346,4.59971,416.786,398.86
80,0.963893,1.05299,5.18826,4.92607,421.975,403.786
81,1.12505,1.05716,5.25575,4.98861,427.23,408.775
82,1.08654,1.05945,4.84849,4.58694,432.079,413.361
83,1.0953,1.65563,5.32299,5.05042,437.402,418.412
84,0.90551,1.03577,5.26767,4.9903,442.669,423.402
85,0.952276,1.05388,4.89323,4.66463,447.563,428.067
86,0.984303,1.02179,5.18575,4.96694,452.748,433.034
87,1.17301,1.00159,5.14015,4.93963,457.889,437.973
88,1.22798,1.00878,5.3841,5.17803,463.273,443.151
89,0.966587,1.7767,5.26037,5.05203,468.533,448.203
90,0.816515,1.72579,5.09047,4.87252,473.624,453.076
91,0.816825,1.70632,4.88554,4.68361,478.509,457.76
92,0.582627,1.80166,4.70772,4.48382,483.217,462.243
93,0.50886,1.84158,4.28366,4.06885,487.5,466.312
94,0.485618,1.76656,4.63652,4.4286,492.137,470.741
95,0.397988,1.66875,4.51414,4.2714,496.651,475.012
96,0.416976,1.56626,4.8904,4.63293,501.542,479.645
97,0.729625,1.68281,4.24009,3.99555,505.782,483.641
98,0.66397,1.63425,5.38322,5.11882,511.165,488.76
99,0.683959,1.5354,5.41049,5.15746,516.575,493.917
100,0.620862,1.32098,5.45239,5.18939,522.028,499.106
