iter,dist,angle,tIter,tRTIter,tTotal,tRTTotal
55,6.91434,1.84628,24.3555,23.3129,1204.63,1147.96
56,6.8724,1.83657,21.4483,20.488,1226.08,1168.44
57,7.07186,1.83106,19.3585,18.4057,1245.44,1186.85
58,7.13428,1.84063,18.0013,17.1089,1263.44,1203.96
59,7.14496,1.79302,16.2863,15.3708,1279.72,1219.33
60,7.28164,1.82539,17.2203,16.3193,1296.94,1235.65
61,7.37215,1.83644,17.9767,16.9943,1314.92,1252.64
62,2.90755,1.02191,17.4652,16.4969,1332.39,1269.14
63,2.87437,1.07134,16.8196,15.8821,1349.21,1285.02
64,7.28957,1.73112,16.2766,15.3447,1365.48,1300.37
65,7.27143,1.74276,18.3207,17.3736,1383.8,1317.74
66,7.16272,1.78514,16.5529,15.6157,1400.36,1333.36
67,7.18322,1.8308,15.8125,14.8826,1416.17,1348.24
68,7.13103,1.84376,15.2647,14.2811,1431.43,1362.52
69,7.20612,1.78712,11.3412,10.3463,1442.77,1372.87
70,7.34971,1.84264,8.77938,7.83722,1451.55,1380.7
71,7.43447,1.8403,9.42367,8.4762,1460.98,1389.18
72,7.36856,1.83475,11.1683,10.2044,1472.15,1399.38
73,7.44638,1.84156,11.1494,10.1738,1483.3,1409.56
74,7.41286,1.837,11.9909,11.0081,1495.29,1420.57
75,7.40809,1.84182,12.974,11.9878,1508.26,1432.55
76,7.46907,1.85046,11.4843,10.494,1519.74,1443.05
77,7.53176,1.85078,14.693,13.6314,1534.44,1456.68
78,7.49732,1.84738,14.1102,13.0637,1548.55,1469.74
79,7.4432,1.84988,14.6983,13.6722,1563.25,1483.41
80,7.45401,1.85026,16.2063,15.1495,1579.45,1498.56
81,7.28673,1.82766,17.8847,16.7855,1597.34,1515.35
82,7.11001,1.85029,18.3636,17.1974,1615.7,1532.55
83,7.15435,1.85011,19.5629,18.4018,1635.26,1550.95
84,7.01467,1.84993,16.9882,15.8216,1652.25,1566.77
85,7.05103,1.85073,15.7653,14.6085,1668.02,1581.38
86,7.09804,1.84212,13.2891,12.1555,1681.31,1593.53
87,6.99615,1.84284,13.9075,12.876,1695.21,1606.41
88,6.86594,1.83688,12.902,11.9378,1708.12,1618.35
89,6.89962,1.85059,15.0834,14.1869,1723.2,1632.54
90,6.78889,1.84945,14.8205,13.8993,1738.02,1646.43
91,6.74334,1.85025,13.3736,12.4285,1751.39,1658.86
92,6.7673,1.84734,13.6316,12.6965,1765.02,1671.56
93,6.71154,1.79541,13.3677,12.3739,1778.39,1683.93
94,6.61915,1.79919,14.4812,13.5918,1792.87,1697.53
95,6.74695,1.60371,11.3198,10.412,1804.19,1707.94
96,6.66892,1.7849,13.5439,12.6084,1817.74,1720.55
97,6.64514,1.72079,13.1034,12.0645,1830.84,1732.61
98,6.59253,1.82249,11.6421,10.4885,1842.48,1743.1
99,6.5189,1.85078,12.3658,11.191,1854.85,1754.29
100,6.61162,1.84952,12.5028,11.3798,1867.35,1765.67
